nodes,edges,iterations,damping,tolerance,frontierThreshold,iterations,damping,tolerance,max entries,node id,indegree,outdegree,neighbour indegree,neighbour outdegree,pagerank,neighbour pagerank,jaccard,neighbour jaccard,kendall,neighbour kendall,pagerank error,neighbour pagerank error,excluded,neighbour excluded,included,neighbour included
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,0,23,23,33.82608695652174,33.82608695652174,1.894929214848399E-4,3.9739926825891855E-4,1.0,0.9764537606548898,0.9951020408163266,0.9877163504890255,8.223159447910309,10.018914812124914,0,0.5217391304347826,1,2.652173913043478
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,1,22,22,98.86363636363636,98.86363636363636,1.6031994220871778E-4,4.6094417765013605E-4,0.9607843137254902,0.9701044423574945,0.9951020408163266,0.9726159554730983,4.244269022079768,53.83754287993286,0,34.5,9,3.6363636363636362
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,2,10,10,32.5,32.5,7.118134737957294E-5,4.1188543082508987E-4,1.0,0.9653006630809073,0.9804081632653061,0.9867749766573299,2.3969379022306745,8.166246369939625,0,0.1,3,3.8
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,3,22,22,23.90909090909091,23.90909090909091,2.6499101165971856E-4,2.494047906056919E-4,0.9607843137254902,0.959812847160239,0.996734693877551,0.9881253107303529,6.382161074809193,5.6031675568831965,0,0.045454545454545456,3,3.1363636363636362
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,4,253,253,37.49802371541502,37.49802371541502,0.0012758381754953846,3.2055922592800324E-4,0.9607843137254902,0.9702493777675897,0.9395918367346939,0.982289866631682,107.59662736413006,5.560157787704385,39,2.0553359683794468,5,1.9130434782608696
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,5,19,19,63.1578947368421,63.1578947368421,7.362807458022903E-5,6.946619492534505E-4,0.9230769230769231,0.9776886080992628,0.9836734693877551,0.9879683799898917,5.32594218397672,16.890813064718962,0,0.8421052631578947,0,6.315789473684211
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,6,161,161,27.60248447204969,27.60248447204969,0.0010396175476220081,2.839535265906058E-4,1.0,0.9663266328807025,0.9771428571428571,0.9817328340034677,75.19918397451497,4.854830828896547,2,0.09937888198757763,6,1.9192546583850931
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,7,73,73,39.136986301369866,39.136986301369866,3.4398021133328705E-4,3.859129579403625E-4,1.0,0.9728896628536288,0.9738775510204082,0.9865548369659602,39.651047752213806,7.402085009951995,1,0.2328767123287671,16,3.1780821917808217
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,8,72,72,28.958333333333332,28.958333333333332,4.0272890050914147E-4,2.932344845728001E-4,1.0,0.964468887054901,0.990204081632653,0.9816526528576978,38.96296598115734,5.112839692877643,0,0.16666666666666666,11,1.7222222222222223
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,9,698,698,50.03868194842407,50.03868194842407,0.0029103276443570125,3.745035305824804E-4,0.9230769230769231,0.976092817138589,0.926530612244898,0.9821298229544444,584.7788230014406,4.718046118055609,625,0.6504297994269341,0,1.648997134670487
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,10,51,51,35.31372549019608,35.31372549019608,2.623638775273098E-4,2.9310206270080196E-4,0.9607843137254902,0.9703351786657904,0.9885714285714285,0.9832239299664968,14.468923931330353,5.294120746475076,0,0.0784313725490196,2,2.1176470588235294
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,11,8,8,43.5,43.5,5.762594241459819E-5,3.9534471565965995E-4,1.0,0.956814365804377,0.9934693877551021,0.9893865879685207,1.7535126749888372,14.169648400576985,0,1.375,0,4.5
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,12,99,99,44.58585858585859,44.58585858585859,6.720160097557171E-4,4.702004792243553E-4,0.8867924528301887,0.968717598018375,0.9787755102040816,0.9820043264092296,48.80070642089919,7.070425954540129,5,0.32323232323232326,5,2.4545454545454546
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,13,40,40,84.0,84.0,1.7963004979004807E-4,8.636423104659881E-4,0.9607843137254902,0.964249124903952,0.9820408163265306,0.9762423918710154,11.562784917611232,18.641318120206893,3,13.25,1,5.85
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,14,15,15,65.4,65.4,5.843127482728868E-5,6.834424603249444E-4,0.9607843137254902,0.9764705882352942,0.9657142857142857,0.9861698885315443,2.390123071683066,11.787417486054483,0,1.8666666666666667,0,7.0
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,15,40,40,38.3,38.3,2.328909339560775E-4,4.124727664862536E-4,1.0,0.9699450752724887,0.9951020408163266,0.9862847455908808,16.514188355199884,9.276152522431463,0,0.35,4,3.225
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,16,8,8,38.375,38.375,4.689264582738445E-5,4.072369065834247E-4,0.9230769230769231,0.9852941176470589,0.9706122448979592,0.9912244897959186,2.2382801414845495,6.299684790665312,0,0.0,0,3.875
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,17,39,39,33.12820512820513,33.12820512820513,2.1232450248731294E-4,3.1331320221436565E-4,1.0,0.9604661633176951,0.9951020408163266,0.9850122950127076,14.377979789756111,8.259710254996122,0,0.3333333333333333,3,3.1794871794871793
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,18,153,153,42.40522875816993,42.40522875816993,6.01543132984595E-4,3.4296071543585814E-4,0.9607843137254902,0.9727904138689538,0.9216326530612244,0.9827410688106923,68.85237204695476,5.3220334955278545,8,0.2679738562091503,7,1.9019607843137254
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,19,74,74,45.810810810810814,45.810810810810814,2.9726628608772444E-4,3.7714295670449646E-4,1.0,0.9758649625464267,0.9624489795918367,0.9840251774616162,26.805656120186967,7.5249062785715255,1,0.8378378378378378,7,3.135135135135135
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,20,2,2,32.5,32.5,2.7614125546152627E-5,2.776482704850987E-4,0.9607843137254902,0.9607843137254902,0.9787755102040816,0.9959183673469387,0.41012338409736765,3.7803600223533804,0,0.0,0,5.0
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,21,49,49,32.97959183673469,32.97959183673469,2.9058858941748155E-4,2.797023051042583E-4,1.0,0.9722640870571732,0.9885714285714285,0.9867719877066474,15.794700397871598,6.159270446780212,0,0.22448979591836735,2,2.142857142857143
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,22,266,266,68.54511278195488,68.54511278195488,6.297987032601114E-4,5.199919489933985E-4,0.9607843137254902,0.9789622823386445,0.913469387755102,0.9825980970999022,91.93974342407569,7.651057207383382,75,1.7255639097744362,4,2.8233082706766917
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,23,111,111,38.0990990990991,38.0990990990991,5.831707060953681E-4,3.7558665949025594E-4,0.9607843137254902,0.968961362968023,0.9738775510204082,0.9831996411306158,63.96506960532037,6.507402643289056,8,0.26126126126126126,5,2.6396396396396398
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,24,40,40,80.725,80.725,3.312967336134371E-4,3.6826261225972746E-4,1.0,0.9670416061925489,1.0,0.9694693877551022,12.372637615631712,40.021855660150095,0,20.775,1,3.95
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,25,22,22,37.77272727272727,37.77272727272727,1.2050907472540143E-4,3.742194860059108E-4,0.9607843137254902,0.9684590289473752,0.9853061224489796,0.9818132181497693,4.679983545910067,6.86842118467543,0,0.13636363636363635,3,2.3181818181818183
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,26,4,4,26.25,26.25,3.889839766590875E-5,3.0820609933367984E-4,0.9607843137254902,0.9901960784313726,0.986938775510204,0.9926483926904095,1.2549032514319254,6.137604920280644,0,0.0,0,0.75
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,27,223,223,72.60538116591928,72.60538116591928,5.528859123590394E-4,5.903732827768023E-4,0.9607843137254902,0.9754261008522559,0.8889795918367347,0.9812339329183741,78.68566995261264,9.399609594888334,54,2.188340807174888,10,3.717488789237668
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,28,59,59,41.45762711864407,41.45762711864407,2.6797244530566924E-4,3.938489134301964E-4,1.0,0.9756116266584848,0.990204081632653,0.9855816869649103,28.785625090352184,8.899805610759975,0,0.3050847457627119,13,3.288135593220339
7547,163724,100,0.85,0.01,0.01,100,0.85,1.0E-4,50,29,64,64,42.5,42.5,2.6130384130295347E-4,3.6061788156488384E-4,0.9607843137254902,0.9726150075414763,0.9591836734693877,0.9877521636262594,21.87002447250185,6.935836091283102,0,0.875,3,2.625
