nodes,edges,jaccard min,jaccard average,jaccard max,jaccard std,levenstein min,levenstein average,levenstein max,levenstein std,iterations alg1,damping alg1,tolerance alg1,smallTop alg1,largeTop alg1,topRatio alg1,iterations alg2,damping alg2,tolerance alg2
6271,158575,0.30434782608695654,0.723782456806812,1.0,0.12970863617599704,0.0,20.51,27.0,3.6829588260372534,100,0.85,1.0E-4,30,30,1.0,100,0.85,1.0E-4
6271,158575,0.36363636363636365,0.7681033187095945,1.0,0.12017825380097258,0.0,19.755714285714287,27.0,3.6775821138462224,100,0.85,1.0E-4,30,40,1.3333333333333333,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.78969289885918,1.0,0.1147927207449462,0.0,19.332857142857144,27.0,3.7250971772011283,100,0.85,1.0E-4,30,50,1.6666666666666667,100,0.85,1.0E-4
6271,158575,0.4634146341463415,0.8101415902944127,1.0,0.10633953146089457,0.0,18.76,27.0,3.84293042946581,100,0.85,1.0E-4,30,60,2.0,100,0.85,1.0E-4
6271,158575,0.5,0.8196499520978927,1.0,0.10199697549507314,0.0,18.412857142857142,26.0,3.801444140194673,100,0.85,1.0E-4,30,70,2.3333333333333335,100,0.85,1.0E-4
6271,158575,0.5384615384615384,0.8303614407476152,1.0,0.09461839675587032,0.0,17.877142857142857,26.0,3.7350529324446358,100,0.85,1.0E-4,30,80,2.6666666666666665,100,0.85,1.0E-4
6271,158575,0.5384615384615384,0.840959927673752,1.0,0.08939276613826692,0.0,17.33142857142857,27.0,3.7874055521328227,100,0.85,1.0E-4,30,90,3.0,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.8463192104931035,1.0,0.08512439431739431,0.0,17.03,25.0,3.782359429925037,100,0.85,1.0E-4,30,100,3.3333333333333335,100,0.85,1.0E-4
6271,158575,0.5384615384615384,0.8475130782249901,1.0,0.08419419083789417,0.0,16.872857142857143,26.0,3.753033874787987,100,0.85,1.0E-4,30,110,3.6666666666666665,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.8524871069137794,1.0,0.08187127743010947,0.0,16.562857142857144,26.0,3.794400815810106,100,0.85,1.0E-4,30,120,4.0,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.8556386927839202,1.0,0.08165312129475663,0.0,16.18285714285714,26.0,3.890757231791095,100,0.85,1.0E-4,30,130,4.333333333333333,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.8613855017714444,1.0,0.07999037259963303,0.0,15.867142857142857,26.0,3.873102168567628,100,0.85,1.0E-4,30,140,4.666666666666667,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.8671603369095897,1.0,0.0781240474864344,0.0,15.454285714285714,24.0,3.8658832187773733,100,0.85,1.0E-4,30,150,5.0,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.8727331762934203,1.0,0.07741834063232701,0.0,15.04,25.0,3.883091551843712,100,0.85,1.0E-4,30,160,5.333333333333333,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.8710825075056549,1.0,0.07954683653168168,0.0,15.05,23.0,3.9722699519831948,100,0.85,1.0E-4,30,170,5.666666666666667,100,0.85,1.0E-4
6271,158575,0.5789473684210527,0.8741344020557269,1.0,0.0800166281359503,0.0,14.85,24.0,4.045323578793526,100,0.85,1.0E-4,30,180,6.0,100,0.85,1.0E-4
6271,158575,0.5789473684210527,0.8760710400698936,1.0,0.08108969616595857,0.0,14.742857142857142,24.0,4.126519509866169,100,0.85,1.0E-4,30,190,6.333333333333333,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.879063538072753,1.0,0.0799669868263925,0.0,14.68142857142857,25.0,4.157945676039788,100,0.85,1.0E-4,30,200,6.666666666666667,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.8853652789878715,1.0,0.07705208917765406,0.0,14.434285714285714,25.0,4.092148779388779,100,0.85,1.0E-4,30,210,7.0,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.8879350183046968,1.0,0.07657830147597809,0.0,14.212857142857143,24.0,4.12506004903726,100,0.85,1.0E-4,30,220,7.333333333333333,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.8913060837396678,1.0,0.07529369253489758,0.0,13.904285714285715,23.0,4.043793682538561,100,0.85,1.0E-4,30,230,7.666666666666667,100,0.85,1.0E-4
6271,158575,0.6216216216216216,0.8969921294189362,1.0,0.07419270106803338,0.0,13.698571428571428,23.0,4.097629727995822,100,0.85,1.0E-4,30,240,8.0,100,0.85,1.0E-4
