nodes,edges,jaccard min,jaccard average,jaccard max,jaccard std,levenstein min,levenstein average,levenstein max,levenstein std,iterations alg1,damping alg1,tolerance alg1,smallTop alg1,largeTop alg1,topRatio alg1,iterations alg2,damping alg2,tolerance alg2
6271,158575,0.1111111111111111,0.5666885448818242,1.0,0.19032760460812614,0.0,5.881428571428572,9.0,1.5996243181396295,100,0.85,1.0E-4,10,10,1.0,100,0.85,1.0E-4
6271,158575,0.17647058823529413,0.6212041879688968,1.0,0.18184391698924787,0.0,5.534285714285715,9.0,1.624006132490684,100,0.85,1.0E-4,10,14,1.4,100,0.85,1.0E-4
6271,158575,0.3333333333333333,0.6812202083630683,1.0,0.16506365698486306,0.0,5.194285714285714,9.0,1.6255008647258509,100,0.85,1.0E-4,10,18,1.8,100,0.85,1.0E-4
6271,158575,0.3333333333333333,0.6960858189429645,1.0,0.1586436474964332,0.0,5.034285714285715,9.0,1.600525423932111,100,0.85,1.0E-4,10,22,2.2,100,0.85,1.0E-4
6271,158575,0.3333333333333333,0.716736121021838,1.0,0.15311871005125768,0.0,4.89,8.0,1.6606926265868704,100,0.85,1.0E-4,10,26,2.6,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.7910108938680379,1.0,0.1431648200797659,0.0,4.328571428571428,8.0,1.6726491269961,100,0.85,1.0E-4,10,30,3.0,100,0.85,1.0E-4
6271,158575,0.3333333333333333,0.7969906284192009,1.0,0.13984723597444007,0.0,4.2628571428571425,9.0,1.6663194196081572,100,0.85,1.0E-4,10,34,3.4,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8056315113457978,1.0,0.13951451838479562,0.0,4.148571428571429,9.0,1.6494798190549007,100,0.85,1.0E-4,10,38,3.8,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8159464345178646,1.0,0.13505391276643425,0.0,4.06,9.0,1.628969876069799,100,0.85,1.0E-4,10,42,4.2,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8213876599590901,1.0,0.13557912611884146,0.0,4.032857142857143,8.0,1.6853334920993637,100,0.85,1.0E-4,10,46,4.6,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8275186718043871,1.0,0.13572070675368095,0.0,3.9857142857142858,8.0,1.6894027443605808,100,0.85,1.0E-4,10,50,5.0,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8367561010418163,1.0,0.1342152347488049,0.0,3.902857142857143,8.0,1.7010057049179073,100,0.85,1.0E-4,10,54,5.4,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8414514057371208,1.0,0.13204653917125003,0.0,3.797142857142857,8.0,1.721790714722937,100,0.85,1.0E-4,10,58,5.8,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8370358213215368,1.0,0.13134822298188756,0.0,3.8971428571428572,8.0,1.6425564942292528,100,0.85,1.0E-4,10,62,6.2,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8403320489034786,1.0,0.13075400131302659,0.0,3.8185714285714285,8.0,1.6483578717831233,100,0.85,1.0E-4,10,66,6.6,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8387103372817672,1.0,0.1310254809593641,0.0,3.7714285714285714,8.0,1.6773399738142238,100,0.85,1.0E-4,10,70,7.0,100,0.85,1.0E-4
6271,158575,0.5384615384615384,0.8412087912087927,1.0,0.13046578543691378,0.0,3.73,8.0,1.6638895911173224,100,0.85,1.0E-4,10,74,7.4,100,0.85,1.0E-4
6271,158575,0.5384615384615384,0.8482217782217799,1.0,0.13060800564769345,0.0,3.632857142857143,8.0,1.6641790278496769,100,0.85,1.0E-4,10,78,7.8,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8549845392702553,1.0,0.12899020829445895,0.0,3.532857142857143,8.0,1.6640073341675103,100,0.85,1.0E-4,10,82,8.2,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8559530945245248,1.0,0.12710020997860058,0.0,3.5314285714285716,8.0,1.6683218991500632,100,0.85,1.0E-4,10,86,8.6,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8581608867323169,1.0,0.12715255923338323,0.0,3.42,8.0,1.6820565643622947,100,0.85,1.0E-4,10,90,9.0,100,0.85,1.0E-4
6271,158575,0.42857142857142855,0.8569620855335157,1.0,0.12714015368738865,0.0,3.4242857142857144,9.0,1.6864955816540923,100,0.85,1.0E-4,10,94,9.4,100,0.85,1.0E-4
