nodes,edges,iterations,damping,tolerance,smallTop,iterations,damping,tolerance,max entries,node id,indegree,outdegree,neighbour indegree,neighbour outdegree,pagerank,neighbour pagerank,jaccard,neighbour jaccard,kendall,neighbour kendall,pagerank error,neighbour pagerank error,excluded,neighbour excluded,included,neighbour included
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,76,5,10,4.133333333333334,5.266666666666667,9.642844539705696E-5,9.097215700126875E-5,0.9607843137254902,0.8413165440432528,0.6937316603397413,0.8012572480155078,3.01922043626398E7,2.204296965857593E7,4,1.6,4,3.1333333333333333
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,77,3,10,5.769230769230769,4.538461538461538,1.502676836791051E-4,1.0840199807950998E-4,0.9607843137254902,0.8839695501564498,0.7493867547072522,0.7905407845824887,6.590050892718132E7,4.215817174681198E7,3,5.230769230769231,2,2.4615384615384617
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,78,3,3,7.0,5.0,7.992932398804222E-5,1.2030875269957834E-4,1.0,0.8994407782631595,0.7071067811865476,0.8351622301293394,2.146618324059549E7,3.866451525907033E7,2,4.666666666666667,4,2.6666666666666665
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,79,10,0,2.9,11.3,2.003965932232408E-4,8.049376761519273E-5,1.0,0.8528604864490952,1.0,0.7229137671992285,4.468247381964344E7,1.886423106364072E7,4,1.6,3,3.0
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,80,3,9,6.666666666666667,7.75,8.77446972870492E-5,1.213999342055069E-4,0.47058823529411764,0.868286222858306,0.6505367262719677,0.7622428698206196,2.5061989415831193E7,4.424631964145122E7,0,4.333333333333333,1,2.5833333333333335
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,81,7,10,5.764705882352941,5.882352941176471,1.1119081718407017E-4,1.013222212870873E-4,0.9607843137254902,0.8548710795651842,0.8259850646652193,0.8082403843190985,4.050142170628876E7,3.725951806617502E7,7,5.705882352941177,6,3.0588235294117645
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,82,1,0,5.0,10.0,6.429857739002823E-5,9.642844539705696E-5,1.0,0.7857142857142857,1.0,0.6254630669525674,6919098.221492806,2.4001877131709434E7,0,2.0,1,3.0
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,83,13,10,3.9130434782608696,7.130434782608695,1.5808305697811209E-4,9.083984741431422E-5,0.9230769230769231,0.8012442806894576,0.7741350761787774,0.7836584412406331,4.6334608543988995E7,2.4235861285506316E7,5,3.130434782608696,7,2.6956521739130435
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,84,4,10,8.357142857142858,8.0,8.77446972870492E-5,1.306776851125817E-4,0.6949152542372882,0.8552176779801519,0.650003493712661,0.7679212805851515,3.1918021457440943E7,5.85104385636651E7,5,7.857142857142857,3,2.5
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,85,7,0,7.428571428571429,9.857142857142858,1.1205919199507093E-4,1.2775196536529923E-4,1.0,0.7936283204550223,1.0,0.7352940181654478,8.234710832444347E7,5.776038205304105E7,8,7.142857142857143,4,2.4285714285714284
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,86,7,0,5.142857142857143,9.857142857142858,1.1205919199507093E-4,1.1236932585614264E-4,1.0,0.8213401551118381,1.0,0.6743124662233286,6.3695404853881836E7,4.663530228190268E7,10,5.285714285714286,4,2.142857142857143
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,87,9,9,5.444444444444445,6.5,1.9715992347314705E-4,1.0590131188690273E-4,0.9607843137254902,0.8789170546181316,0.5938662724455263,0.748890490759707,6.583582016341958E7,4.302084975245281E7,12,4.333333333333333,4,1.8888888888888888
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,88,3,10,8.076923076923077,4.461538461538462,7.992932398804222E-5,1.2785454810396144E-4,0.7543859649122807,0.9240868116359404,0.7500040312069165,0.8621677797531753,4.369936650720457E7,6.196367854758492E7,11,6.769230769230769,2,2.6153846153846154
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,89,10,10,6.9,12.55,1.3715522403299338E-4,1.1563038340531162E-4,0.6666666666666666,0.7745632401168884,0.604597184441917,0.6609920632325731,8.87567888149793E7,4.782822164609762E7,11,5.5,4,4.3
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,90,15,10,11.28,9.4,1.7631892800912838E-4,1.5943300764858503E-4,0.6666666666666666,0.7585192257503589,0.5850101213699325,0.6658196648285092,1.2129531616245095E8,8.452255450425297E7,25,11.48,8,4.76
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,91,7,10,5.235294117647059,7.294117647058823,1.172694408610756E-4,1.100363894941515E-4,0.7241379310344828,0.8019714798483726,0.7394688592990359,0.7756644809383486,4.801056019275725E7,2.73656176658119E7,4,2.823529411764706,7,3.0588235294117645
10876,39994,80000,0.85,0.0,100,100,0.85,1.0E-4,50,92,17,10,6.37037037037037,7.7407407407407405,1.9194967460714235E-4,1.123812621140435E-4,0.8867924528301887,0.7747291015958381,0.5084348515413201,0.6997780644465782,1.7609688688407403E8,4.743206938752974E7,38,6.481481481481482,3,3.7777777777777777
