nodes,edges,iterations,damping,tolerance,smallTop,largeTop,topRatio,iterations,damping,tolerance,max entries,node id,indegree,outdegree,neighbour indegree,neighbour outdegree,pagerank,neighbour pagerank,jaccard,neighbour jaccard,kendall,neighbour kendall,pagerank error,neighbour pagerank error,excluded,neighbour excluded,included,neighbour included
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,0,7,10,6.411764705882353,6.235294117647059,1.2171999615278028E-4,1.2742055888221045E-4,1.0,0.893615845291245,0.7200188184576534,0.9046543511140719,0.412554156645661,0.5865399826942824,0,1.411764705882353,6,6.529411764705882
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,1,4,10,6.142857142857143,6.357142857142857,8.419916334546783E-5,1.1150551467714445E-4,1.0,0.8833169463706303,0.7647666405372814,0.9077352604416556,0.028300252969225035,0.32876657341774645,0,0.5,8,7.5
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,2,9,0,4.0,11.222222222222221,1.3734081440643653E-4,1.1224228956768134E-4,1.0,0.9337716379891741,1.0,0.8656755648050353,0.24136260333075782,0.14351864020877275,0,1.1111111111111112,7,1.7777777777777777
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,3,6,10,5.9375,6.875,1.2149511260334917E-4,1.0507720952156982E-4,0.7857142857142857,0.9510165080018023,0.8891497546637963,0.8974593353869983,0.4393959217697274,0.19455558454459612,0,0.875,11,4.1875
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,4,16,0,8.5,8.8125,4.098170104196591E-4,1.509274425636188E-4,1.0,0.9630828730093437,1.0,0.8700224971331997,5.563238451515735,0.6970986297031802,10,3.6875,0,3.5625
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,5,7,0,3.0,9.857142857142858,1.0261688430003899E-4,7.984194447073518E-5,1.0,0.9197247032985102,1.0,0.8711181489727211,0.058298983564100654,0.06865107059650664,0,0.7142857142857143,9,1.7142857142857142
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,6,8,0,8.125,9.5,1.580164872247753E-4,1.2968231837553736E-4,1.0,0.9664297504197616,1.0,0.8683162222172053,1.0081224263643411,0.3333899153007568,0,2.625,3,3.875
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,7,5,0,8.6,9.8,1.1434683506347854E-4,1.3738632704736472E-4,1.0,0.9619738751814223,1.0,0.7968777755072549,0.4207799393681233,1.1538919810821398,1,4.4,19,2.2
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,8,1,10,7.2727272727272725,2.909090909090909,6.4899861938169E-5,1.260136987701086E-4,1.0,0.9627039627039626,0.8972167093208872,0.947221596027529,0.003306748907045704,0.3413666070376602,0,0.18181818181818182,5,6.090909090909091
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,9,17,0,4.588235294117647,11.0,1.8955215047206333E-4,9.858839454865548E-5,1.0,0.9365703850916361,1.0,0.8685572473725711,0.9440030819011872,0.17175473311599188,1,2.235294117647059,4,1.7647058823529411
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,10,4,10,6.071428571428571,5.5,9.314259059125084E-5,1.1116407833807619E-4,0.9607843137254902,0.9862098685628098,0.7710003855002892,0.9087992605289079,0.07737160016716749,0.3152027983614289,0,0.5714285714285714,5,4.357142857142857
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,11,12,0,4.916666666666667,12.0,1.5967828718946672E-4,1.0667739132538295E-4,1.0,0.9169528670716436,1.0,0.8656792639974459,0.35363456669648385,0.06298423727580242,0,2.3333333333333335,10,1.1666666666666667
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,12,2,10,5.75,2.5,6.950418139514794E-5,1.0312115967703039E-4,0.6129032258064516,0.9575996761789112,0.8278559147135409,0.937515637538069,0.0029361862600832613,0.2818775767625377,0,0.3333333333333333,6,4.583333333333333
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,13,11,0,2.3636363636363638,9.818181818181818,1.218430077946601E-4,7.017983373176975E-5,1.0,0.9288217322724438,1.0,0.8585270247213503,0.050293395263448386,0.00462411944221778,0,0.0,6,1.9090909090909092
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,14,3,10,8.538461538461538,6.769230769230769,7.698925826336447E-5,1.280469875838928E-4,0.7857142857142857,0.9292046965685968,0.8496194938306614,0.8848375887238971,0.004722479120026678,0.31791076701389925,0,1.4615384615384615,6,3.1538461538461537
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,15,4,0,5.25,10.0,8.922780477746235E-5,1.0076147478972974E-4,1.0,0.936624649859944,1.0,0.856522545064794,0.0763175070099618,0.6074083645665925,0,3.25,9,2.5
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,16,9,0,5.888888888888889,10.0,1.4081883706053907E-4,1.1196809691572283E-4,1.0,0.9012412182346823,1.0,0.8569001809554108,0.44790866416733766,0.4619855641056708,0,2.111111111111111,26,1.5555555555555556
10876,39994,50,0.85,1.0E-4,100,100,1.0,100,0.85,1.0E-4,50,17,5,10,5.533333333333333,7.133333333333334,9.772090926933797E-5,1.1872731196403076E-4,0.7543859649122807,0.9312755144629868,0.9023261223475628,0.8987286189157754,0.05995538515799642,0.3478834281560101,0,1.0666666666666667,8,4.266666666666667
