nodes,edges,jaccard min,jaccard average,jaccard max,jaccard std,levenstein min,levenstein average,levenstein max,levenstein std,iterations alg1,damping alg1,tolerance alg1,smallTop alg1,largeTop alg1,topRatio alg1,iterations alg2,damping alg2,tolerance alg2
22015,117171,0.25,0.8656047523904686,1.0,0.14442351612093215,0.0,3.104285714285714,9.0,1.8241973353689964,100,0.85,1.0E-4,10,10,1.0,100,0.85,1.0E-4
22015,117171,0.3333333333333333,0.9132163075020229,1.0,0.1208338751538079,0.0,2.3685714285714288,7.0,1.801153825202283,100,0.85,1.0E-4,10,14,1.4,100,0.85,1.0E-4
22015,117171,0.3333333333333333,0.9362199705056868,1.0,0.10272804086176235,0.0,1.98,7.0,1.6800170067166411,100,0.85,1.0E-4,10,18,1.8,100,0.85,1.0E-4
22015,117171,0.3333333333333333,0.9504623947481112,1.0,0.09294883317776104,0.0,1.6228571428571428,7.0,1.568636480566248,100,0.85,1.0E-4,10,22,2.2,100,0.85,1.0E-4
22015,117171,0.3333333333333333,0.9561371961371979,1.0,0.08779181118189358,0.0,1.4914285714285713,7.0,1.4466456627209678,100,0.85,1.0E-4,10,26,2.6,100,0.85,1.0E-4
22015,117171,0.3333333333333333,0.9623509823509838,1.0,0.08378592546599829,0.0,1.292857142857143,7.0,1.4397243216841826,100,0.85,1.0E-4,10,30,3.0,100,0.85,1.0E-4
22015,117171,0.3333333333333333,0.9679020979020998,1.0,0.07836695575728886,0.0,1.1014285714285714,7.0,1.3689404512920471,100,0.85,1.0E-4,10,34,3.4,100,0.85,1.0E-4
22015,117171,0.42857142857142855,0.9698896341753501,1.0,0.07615819297619376,0.0,1.0057142857142858,7.0,1.289505521429016,100,0.85,1.0E-4,10,38,3.8,100,0.85,1.0E-4
22015,117171,0.42857142857142855,0.9761333904191056,1.0,0.0678305230448632,0.0,0.9585714285714285,7.0,1.2591372167529022,100,0.85,1.0E-4,10,42,4.2,100,0.85,1.0E-4
22015,117171,0.5384615384615384,0.9762903762903771,1.0,0.06668048757552474,0.0,0.8557142857142858,7.0,1.2168032725472235,100,0.85,1.0E-4,10,46,4.6,100,0.85,1.0E-4
22015,117171,0.5384615384615384,0.9755644355644368,1.0,0.06817254160080584,0.0,0.8142857142857143,6.0,1.1807123411962208,100,0.85,1.0E-4,10,50,5.0,100,0.85,1.0E-4
22015,117171,0.42857142857142855,0.977258931544647,1.0,0.0677723765130584,0.0,0.77,6.0,1.1698412590726024,100,0.85,1.0E-4,10,54,5.4,100,0.85,1.0E-4
