nodes,edges,iterations,damping,tolerance,frontierThreshold,iterations,damping,tolerance,max entries,node id,indegree,outdegree,neighbour indegree,neighbour outdegree,pagerank,neighbour pagerank,jaccard,neighbour jaccard,kendall,neighbour kendall,pagerank error,neighbour pagerank error,excluded,neighbour excluded,included,neighbour included
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,0,7,10,6.411764705882353,6.235294117647059,1.1640106605007482E-4,1.1454551150426553E-4,1.0,0.9818954304166814,0.882901186582254,0.9583771600850317,157.08644915933812,156.2120545889301,1,1.2352941176470589,1,0.7058823529411765
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,1,4,10,6.142857142857143,6.357142857142857,8.404267835594063E-5,1.0483871182957422E-4,1.0,0.968558273511834,0.9115584439192573,0.9591177020500723,33.30472259297652,118.45492580262903,0,0.14285714285714285,0,0.7857142857142857
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,2,9,0,4.0,11.222222222222221,1.234270077027175E-4,1.1309514790994905E-4,1.0,0.9701597781508993,1.0,0.9367969518504177,162.88599521522644,66.46956830635598,0,0.2222222222222222,0,0.1111111111111111
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,3,6,10,5.9375,6.875,1.0337544388506318E-4,1.0545068829358969E-4,1.0,0.9854826546003017,0.940991950389169,0.9480677462574171,183.44336208923707,102.48689080370586,2,0.6875,2,0.625
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,4,16,0,8.5,8.8125,3.114597579711242E-4,1.4822202440864136E-4,1.0,0.9736884231196108,1.0,0.9498709580456558,636.551380261053,189.1526196102269,6,1.375,0,1.0
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,5,7,0,3.0,9.857142857142858,1.1205919199507093E-4,7.950399755000102E-5,1.0,0.9612152553329025,1.0,0.946195190244189,84.16252556080454,52.63288493107383,1,0.42857142857142855,1,0.7142857142857143
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,6,8,0,8.125,9.5,1.2421643934908182E-4,1.2943909356952931E-4,1.0,0.9854826546003017,1.0,0.922982679402249,334.2195288215204,150.5723797209538,1,0.875,2,1.0
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,7,5,0,8.6,9.8,9.642844539705696E-5,1.279070322958351E-4,1.0,0.9619738751814223,1.0,0.9209353467250141,132.44196992699045,205.79915787533528,2,1.2,3,0.8
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,8,1,10,7.2727272727272725,2.909090909090909,6.429857739002823E-5,1.2824254074553994E-4,1.0,0.9894419306184012,0.9710750778721481,0.9780686556342816,12.766747752164994,144.25294976938005,0,1.2727272727272727,0,1.3636363636363635
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,9,17,0,4.588235294117647,11.0,1.8518875643577917E-4,1.017255928934801E-4,1.0,0.9640423364390199,1.0,0.9319403494130951,348.9962720032361,79.45862314993872,4,0.7058823529411765,2,0.7058823529411765
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,10,4,10,6.071428571428571,5.5,9.056691542280172E-5,1.1048164487897515E-4,0.9607843137254902,0.9917043740573153,0.8453526947704163,0.965865690227499,98.44893108524457,124.32617192741088,0,1.0714285714285714,0,1.2857142857142858
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,11,12,0,4.916666666666667,12.0,1.463599970296016E-4,1.1425790984727982E-4,1.0,0.9646736294904996,1.0,0.9265638697059915,216.9034043471592,74.29678052731909,0,0.4166666666666667,0,0.4166666666666667
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,12,2,10,5.75,2.5,7.211395068903522E-5,1.015291952463236E-4,0.7543859649122807,0.9782203587235033,0.8577648009600266,0.9848105242094931,27.676804388003347,109.44428725466555,0,1.0,1,0.75
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,13,11,0,2.3636363636363638,9.818181818181818,1.4418906000209967E-4,7.421477372162982E-5,1.0,0.9684629096393803,1.0,0.9464066342724916,112.81927682509271,23.362471739415636,0,0.0,0,0.2727272727272727
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,14,3,10,8.538461538461538,6.769230769230769,8.079769879904298E-5,1.3390772071471618E-4,0.9607843137254902,0.9623387796358002,0.9541034888796185,0.9462163550323136,41.65248251001916,138.22920477853938,0,0.8461538461538461,0,0.9230769230769231
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,15,4,0,5.25,10.0,8.77446972870492E-5,9.727726419637276E-5,1.0,0.9709653092006034,1.0,0.9292550292811168,83.23663030116016,92.63515449785456,0,0.5,2,0.25
10876,39994,100,0.85,0.005,0.005,100,0.85,1.0E-4,50,16,9,0,5.888888888888889,10.0,1.2682156378208414E-4,1.1907728549684329E-4,1.0,0.9668936727760258,1.0,0.9497993100321259,156.41731708784852,96.94403243377766,0,0.6666666666666666,4,0.0
