nodes,edges,jaccard min,jaccard average,jaccard max,jaccard std,levenstein min,levenstein average,levenstein max,levenstein std,iterations alg1,damping alg1,tolerance alg1,smallTop alg1,largeTop alg1,topRatio alg1,iterations alg2,damping alg2,tolerance alg2
10876,39994,0.36363636363636365,0.8980590156006346,1.0,0.16351351339266132,0.0,8.464285714285714,27.0,10.825110170528596,100,0.85,1.0E-4,30,30,1.0,100,0.85,1.0E-4
10876,39994,0.3333333333333333,0.9046416379575617,1.0,0.15590092790932897,0.0,8.324285714285715,27.0,10.654267229804292,100,0.85,1.0E-4,30,40,1.3333333333333333,100,0.85,1.0E-4
10876,39994,0.3953488372093023,0.9090419501159166,1.0,0.1494345460453566,0.0,8.222857142857142,27.0,10.538720055498356,100,0.85,1.0E-4,30,50,1.6666666666666667,100,0.85,1.0E-4
10876,39994,0.36363636363636365,0.914032415537387,1.0,0.14461868228100527,0.0,8.031428571428572,27.0,10.306676655133282,100,0.85,1.0E-4,30,60,2.0,100,0.85,1.0E-4
10876,39994,0.3953488372093023,0.9190469840536022,1.0,0.1387212807217511,0.0,7.848571428571429,27.0,10.089453374081032,100,0.85,1.0E-4,30,70,2.3333333333333335,100,0.85,1.0E-4
10876,39994,0.3953488372093023,0.9228678283882924,1.0,0.13538825737490615,0.0,7.687142857142857,28.0,9.909482059819148,100,0.85,1.0E-4,30,80,2.6666666666666665,100,0.85,1.0E-4
10876,39994,0.3953488372093023,0.9276588084431447,1.0,0.12759272670314512,0.0,7.59,27.0,9.7868227735052,100,0.85,1.0E-4,30,90,3.0,100,0.85,1.0E-4
10876,39994,0.3953488372093023,0.9304980919615397,1.0,0.12561048777019,0.0,7.41,26.0,9.578944916549302,100,0.85,1.0E-4,30,100,3.3333333333333335,100,0.85,1.0E-4
10876,39994,0.3953488372093023,0.9311410412702233,1.0,0.1245953963865761,0.0,7.361428571428571,26.0,9.533217008471603,100,0.85,1.0E-4,30,110,3.6666666666666665,100,0.85,1.0E-4
10876,39994,0.3953488372093023,0.935054725454686,1.0,0.1188922569063937,0.0,7.247142857142857,27.0,9.398498686014719,100,0.85,1.0E-4,30,120,4.0,100,0.85,1.0E-4
10876,39994,0.36363636363636365,0.9355966188404646,1.0,0.11986667893582811,0.0,7.208571428571428,27.0,9.351054071327892,100,0.85,1.0E-4,30,130,4.333333333333333,100,0.85,1.0E-4
10876,39994,0.4634146341463415,0.9379256492874469,1.0,0.11334721047413635,0.0,7.122857142857143,26.0,9.252755132987168,100,0.85,1.0E-4,30,140,4.666666666666667,100,0.85,1.0E-4
10876,39994,0.5,0.9383545512970639,1.0,0.1126762931584507,0.0,7.047142857142857,26.0,9.168224963404413,100,0.85,1.0E-4,30,150,5.0,100,0.85,1.0E-4
10876,39994,0.4634146341463415,0.9394907619079096,1.0,0.11014760409320686,0.0,6.958571428571428,26.0,9.066090555425953,100,0.85,1.0E-4,30,160,5.333333333333333,100,0.85,1.0E-4
10876,39994,0.5,0.9432435384052024,1.0,0.10535685728278055,0.0,6.871428571428571,26.0,8.969983960124898,100,0.85,1.0E-4,30,170,5.666666666666667,100,0.85,1.0E-4
10876,39994,0.4634146341463415,0.9434040333754318,1.0,0.10573609467450294,0.0,6.771428571428571,25.0,8.864651195412401,100,0.85,1.0E-4,30,180,6.0,100,0.85,1.0E-4
10876,39994,0.5,0.9450001476223091,1.0,0.10234207473029926,0.0,6.688571428571429,25.0,8.755415350466457,100,0.85,1.0E-4,30,190,6.333333333333333,100,0.85,1.0E-4
10876,39994,0.5,0.9472946668053195,1.0,0.09901538194515727,0.0,6.6257142857142854,25.0,8.687095284949736,100,0.85,1.0E-4,30,200,6.666666666666667,100,0.85,1.0E-4
10876,39994,0.5384615384615384,0.9467093510440896,1.0,0.0988518862749091,0.0,6.555714285714286,25.0,8.600733120152121,100,0.85,1.0E-4,30,210,7.0,100,0.85,1.0E-4
10876,39994,0.5,0.9485945184610479,1.0,0.09917095264862674,0.0,6.4957142857142856,25.0,8.52450142177218,100,0.85,1.0E-4,30,220,7.333333333333333,100,0.85,1.0E-4
10876,39994,0.5,0.9514809613396975,1.0,0.09510419108759477,0.0,6.412857142857143,24.0,8.42781824721934,100,0.85,1.0E-4,30,230,7.666666666666667,100,0.85,1.0E-4
10876,39994,0.5,0.9529183600163815,1.0,0.09288059220266062,0.0,6.3585714285714285,25.0,8.385957528718434,100,0.85,1.0E-4,30,240,8.0,100,0.85,1.0E-4
