nodes,edges,iterations,damping,tolerance,smallTop,largeTop,topRatio,iterations,damping,tolerance,jaccard min,jaccard average,jaccard max,jaccard std,levenstein min,levenstein average,levenstein max,levenstein std
4000,118958,100,0.85,1.0E-4,30,30,1.0,100,0.85,1.0E-4,0.1111111111111111,0.4169719937176259,1.0,0.15471267049833112,1.0,27.1575,29.0,1.1948613936352763,
4000,118958,100,0.85,1.0E-4,30,33,1.1,100,0.85,1.0E-4,0.1111111111111111,0.42052291629660565,1.0,0.15049435330604657,1.0,27.165,29.0,1.2228143767555095,
4000,118958,100,0.85,1.0E-4,30,36,1.2,100,0.85,1.0E-4,0.1320754716981132,0.4231178000528725,1.0,0.1484142994859882,1.0,27.1125,29.0,1.198892718303018,
4000,118958,100,0.85,1.0E-4,30,39,1.3,100,0.85,1.0E-4,0.1320754716981132,0.425553850983922,1.0,0.14653121610643938,1.0,27.06625,29.0,1.1986913437161475,
4000,118958,100,0.85,1.0E-4,30,42,1.4,100,0.85,1.0E-4,0.15384615384615385,0.4299130922448313,1.0,0.1432662931110779,1.0,27.04875,29.0,1.2047296117801727,
4000,118958,100,0.85,1.0E-4,30,45,1.5,100,0.85,1.0E-4,0.15384615384615385,0.4304529887887074,1.0,0.1425589887809112,1.0,27.05,29.0,1.1958260743101399,
4000,118958,100,0.85,1.0E-4,30,48,1.6,100,0.85,1.0E-4,0.15384615384615385,0.4384098648898301,1.0,0.13897591302011808,1.0,26.97875,29.0,1.2372543948194537,
4000,118958,100,0.85,1.0E-4,30,51,1.7,100,0.85,1.0E-4,0.15384615384615385,0.43923768743696323,1.0,0.13878037776834598,1.0,26.9925,29.0,1.2155014397358597,
4000,118958,100,0.85,1.0E-4,30,54,1.8,100,0.85,1.0E-4,0.15384615384615385,0.4398549052441695,1.0,0.13874122880339856,1.0,27.005,29.0,1.218595503027964,
4000,118958,100,0.85,1.0E-4,30,57,1.9,100,0.85,1.0E-4,0.15384615384615385,0.44715083761037,1.0,0.1378991929180557,1.0,26.94875,29.0,1.2383955093184342,
4000,118958,100,0.85,1.0E-4,30,60,2.0,100,0.85,1.0E-4,0.15384615384615385,0.44865744963094,1.0,0.13926956056558418,1.0,26.9175,29.0,1.252275428969228,
4000,118958,100,0.85,1.0E-4,30,63,2.1,100,0.85,1.0E-4,0.15384615384615385,0.4526190675151986,1.0,0.14048942993376176,1.0,26.9225,29.0,1.2505973572656932,
4000,118958,100,0.85,1.0E-4,30,66,2.2,100,0.85,1.0E-4,0.15384615384615385,0.45569506832902396,1.0,0.1425908145613813,1.0,26.905,29.0,1.277096315866597,
4000,118958,100,0.85,1.0E-4,30,69,2.3,100,0.85,1.0E-4,0.15384615384615385,0.45813385580668353,1.0,0.14310646128424442,1.0,26.8825,29.0,1.300459053565297,
4000,118958,100,0.85,1.0E-4,30,72,2.4,100,0.85,1.0E-4,0.15384615384615385,0.45896245629808297,1.0,0.14384837102026501,1.0,26.88625,29.0,1.2867831742372389,
4000,118958,100,0.85,1.0E-4,30,75,2.5,100,0.85,1.0E-4,0.15384615384615385,0.4620445524528292,1.0,0.1467867510176422,1.0,26.85,29.0,1.3285330255586423,
4000,118958,100,0.85,1.0E-4,30,78,2.6,100,0.85,1.0E-4,0.15384615384615385,0.4625201450514411,1.0,0.1473106069630496,1.0,26.86375,29.0,1.3370437305862752,
4000,118958,100,0.85,1.0E-4,30,81,2.7,100,0.85,1.0E-4,0.15384615384615385,0.46263123635616066,1.0,0.14681740766897655,1.0,26.8825,29.0,1.3042981829320885,
4000,118958,100,0.85,1.0E-4,30,84,2.8,100,0.85,1.0E-4,0.15384615384615385,0.46326889768344737,1.0,0.1477176787171277,1.0,26.86875,29.0,1.3139723884085237,
